"","Odd.Ratio","X95..CI.2.5..","X95..CI.97.5..","P.value"
"(Intercept)",0.710533919311162,0.460179481086079,1.09205009291189,0.120973115788117
"CyQNT1Q2",1.00332759919598,0.778161032474764,1.29933490352446,0.979716852125308
"CyQNT1Q3",1.09953885087769,0.838476152677681,1.44570353736172,0.494317712428231
"CyQNT1Q4",1.48416326008852,1.12863217706017,1.95726225206234,0.00489297621781311
"RIDAGEYR",0.987668457703587,0.982596781753025,0.992731511242554,2.12003415957557e-06
"GENDRM",0.504461741216278,0.419818928842602,0.604692045817094,1.91999935835224e-13
"RIDRETH1",1.11117235547725,1.02096727297883,1.20983717746819,0.0148798987142985
"INDF",1.00856024311894,0.994977138232533,1.02061118118818,0.18067907170305
"INDH",0.992884863624609,0.980063190444179,1.00723227478745,0.298592824628256
"DMDEDUC2",0.667131891323463,0.619136269054505,0.718162038188789,1.04622507169697e-26
