"","Odd.Ratio","X95..CI.2.5..","X95..CI.97.5..","P.value"
"(Intercept)",0.212091000823684,0.124512478732364,0.356373190500919,7.28932123533215e-09
"CyQNT1Q2",1.03875045554577,0.754576421979156,1.44077946741619,0.817474451772968
"CyQNT1Q3",0.927547460167431,0.66225485203151,1.30556227332691,0.66347374365909
"CyQNT1Q4",1.00953446625267,0.709709440777945,1.44036319193264,0.958012686788891
"RIDAGEYR",0.998975987661467,0.992970458192085,1.00497034261298,0.737989557300035
"GENDRM",0.702582456116092,0.558715560974294,0.881302212425092,0.00237808770437808
"RIDRETH1",1.17691486070361,1.05866601465321,1.30939104734212,0.00265010380230027
"INDF",0.980828915439703,0.957859040030457,1.00973514342204,0.127216783198596
"INDH",1.00946238154662,0.982058536016158,1.02907049381338,0.397514686237732
"DMDEDUC2",0.715393448324947,0.650311556603225,0.786318732628684,4.61776081298727e-12
