"","Odd.Ratio","X95..CI.2.5..","X95..CI.97.5..","P.value"
"(Intercept)",0.518127153214216,0.333954352143923,0.799470159922916,0.00313889034956349
"CyQNT1Q2",1.15268308091462,0.888684239125637,1.50439599069624,0.289495608622923
"CyQNT1Q3",1.26687339552444,0.960390482913009,1.67839373639138,0.0963431931553212
"CyQNT1Q4",1.55779442018981,1.17584790039523,2.07253502115081,0.00214790356408506
"RIDAGEYR",0.989333995472022,0.98428354022898,0.994371635291417,3.72906592586534e-05
"GENDRM",0.523477826140915,0.435987918857902,0.627023579568451,2.83094093586796e-12
"RIDRETH1",1.09485789425994,1.00680250583832,1.19076309277547,0.0342186807639795
"INDF",0.993180486908415,0.980431986701865,1.00658377732474,0.311150478332101
"INDH",1.00160724755554,0.988363388048811,1.01361549563896,0.803589317563555
"DMDEDUC2",0.71775406066617,0.666450317609593,0.772489087272339,1.28799145068175e-18
