"","Odd.Ratio","X95..CI.2.5..","X95..CI.97.5..","P.value"
"(Intercept)",1.15151712338243,0.69759455543987,1.89336413139411,0.579514937653015
"DRMTCAFF",1.00089032449736,1.00044473145164,1.00133119771537,7.8372921019693e-05
"RIDAGEYR",0.98599213525205,0.980788311878724,0.991191606002922,1.58229692873536e-07
"GENDRM",0.465396968082396,0.384016150280924,0.562681079852233,4.10874739510142e-15
"RIDRETH1",1.07701590928317,0.987825500758645,1.17464975140424,0.0930442386784247
"INDF",1.00979885416836,0.996020225551207,1.02207682722693,0.131994497513819
"INDH",0.992031611532605,0.979051762269909,1.00652208640809,0.25032133713867
"DMDEDUC2",0.682314736781113,0.632519341134784,0.735323304431307,2.44237030418531e-23
"SMQ020",0.534833381920024,0.438297320821574,0.651379417695332,5.85676515050438e-10
"PAQBIN",0.720624333897961,0.594452083729377,0.871495216232997,0.000783256942937063
"ALQBIN",1.0629057745395,0.814101120426175,1.40038450446413,0.65897013238618
