"","Odd.Ratio","X95..CI.2.5..","X95..CI.97.5..","P.value"
"(Intercept)",0.704980064187442,0.463275136087106,1.06833816281156,0.100864587122736
"CyQNTMQ2",1.01052658300367,0.781977820916565,1.30567272060846,0.936125651450196
"CyQNTMQ3",1.13484436964448,0.879896429798945,1.46422347942717,0.329828811454863
"CyQNTMQ4",1.48884031274237,1.16270703112819,1.90981411849766,0.00165453903512607
"RIDAGEYR",0.987440445699096,0.982363138326295,0.992508324196018,1.40872525549464e-06
"GENDRM",0.503574155984737,0.419059107814976,0.603657292734535,1.69125467755227e-13
"RIDRETH1",1.11074636384637,1.02053324443717,1.20941377006469,0.0152934289867211
"INDF",1.00857628884722,0.995016163507177,1.02059069036359,0.178845922223901
"INDH",0.992868440594409,0.98007295051103,1.00719853516469,0.296706326423629
"DMDEDUC2",0.665943881485591,0.61799641643978,0.716924503266739,6.8970658464451e-27
