"","Odd.Ratio","X95..CI.2.5..","X95..CI.97.5..","P.value"
"(Intercept)",1.02246515646057,0.61869870321547,1.68183366521318,0.930574027086479
"CAFFCATEHigh",1.24795867336715,0.8613364755802,1.78074926743199,0.231021558361992
"CAFFCATELow",0.872643130949809,0.670902484875674,1.13024773399296,0.30543748598265
"CAFFCATEMod",1.03198600542971,0.833272803972414,1.28046793837157,0.773776180003788
"RIDAGEYR",0.988436551530632,0.983255905597508,0.99360958461483,1.33700751055616e-05
"GENDRM",0.487223696832701,0.402956425429755,0.587737750878519,7.97495399296095e-14
"RIDRETH1",1.0562830166339,0.969823548480962,1.15048437579788,0.208800228970572
"INDF",0.993865397834208,0.981457019156998,1.00679472163722,0.346012187734866
"INDH",1.0019854183263,0.989175669301584,1.01372168504372,0.751564602679046
"DMDEDUC2",0.747150659228879,0.692380016671577,0.80577733828728,4.85952263749988e-14
"SMQ020",0.533724404579008,0.438280512062528,0.648696227174637,3.393250488e-10
"PAQBIN",0.950360619823272,0.787731453155141,1.14458920904597,0.5930783495694
"ALQBIN",0.875536530481416,0.665223396892806,1.16287437479411,0.350362834211519
